time,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,x_21,y_21,z_21,x_22,y_22,z_22,x_23,y_23,z_23,x_24,y_24,z_24,x_25,y_25,z_25,x_26,y_26,z_26,x_27,y_27,z_27,x_28,y_28,z_28,x_29,y_29,z_29,x_30,y_30,z_30,x_31,y_31,z_31,x_32,y_32,z_32,x_33,y_33,z_33,x_34,y_34,z_34,x_35,y_35,z_35,x_36,y_36,z_36,x_37,y_37,z_37,x_38,y_38,z_38,x_39,y_39,z_39,x_40,y_40,z_40,x_41,y_41,z_41,x_42,y_42,z_42,x_43,y_43,z_43,x_44,y_44,z_44,x_45,y_45,z_45,x_46,y_46,z_46,x_47,y_47,z_47,x_48,y_48,z_48,x_49,y_49,z_49
18,360.0,360.0,360.0,345.0,345.0,360.0,375.0,375.0,360.0,330.0,330.0,360.0,390.0,390.0,360.0,315.0,315.0,360.0,405.0,405.0,360.0,300.0,300.0,360.0,420.0,420.0,360.0,285.0,285.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,380.0,380.0,380.0,365.0,365.0,380.0,395.0,395.0,380.0,350.0,350.0,380.0,410.0,410.0,380.0,335.0,335.0,380.0,425.0,425.0,380.0,320.0,320.0,380.0,440.0,440.0,380.0,305.0,305.0,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,400.0,400.0,400.0,385.0,385.0,400.0,415.0,415.0,400.0,370.0,370.0,400.0,430.0,430.0,400.0,355.0,355.0,400.0,445.0,445.0,400.0,340.0,340.0,400.0,460.0,460.0,400.0,325.0,325.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,420.0,420.0,420.0,405.0,405.0,420.0,435.0,435.0,420.0,390.0,390.0,420.0,450.0,450.0,420.0,375.0,375.0,420.0,465.0,465.0,420.0,360.0,360.0,420.0,480.0,480.0,420.0,345.0,345.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,440.0,440.0,440.0,425.0,425.0,440.0,455.0,455.0,440.0,410.0,410.0,440.0,470.0,470.0,440.0,395.0,395.0,440.0,485.0,485.0,440.0,380.0,380.0,440.0,500.0,500.0,440.0,365.0,365.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,460.0,460.0,460.0,445.0,445.0,460.0,475.0,475.0,460.0,430.0,430.0,460.0,490.0,490.0,460.0,415.0,415.0,460.0,505.0,505.0,460.0,400.0,400.0,460.0,520.0,520.0,460.0,385.0,385.0,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,480.0,480.0,480.0,465.0,465.0,480.0,495.0,495.0,480.0,450.0,450.0,480.0,510.0,510.0,480.0,435.0,435.0,480.0,525.0,525.0,480.0,420.0,420.0,480.0,540.0,540.0,480.0,405.0,405.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,500.0,500.0,500.0,485.0,485.0,500.0,515.0,515.0,500.0,470.0,470.0,500.0,530.0,530.0,500.0,455.0,455.0,500.0,545.0,545.0,500.0,440.0,440.0,500.0,560.0,560.0,500.0,425.0,425.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,520.0,520.0,520.0,505.0,505.0,520.0,535.0,535.0,520.0,490.0,490.0,520.0,550.0,550.0,520.0,475.0,475.0,520.0,565.0,565.0,520.0,460.0,460.0,520.0,580.0,580.0,520.0,445.0,445.0,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,540.0,540.0,540.0,525.0,525.0,540.0,555.0,555.0,540.0,510.0,510.0,540.0,570.0,570.0,540.0,495.0,495.0,540.0,585.0,585.0,540.0,480.0,480.0,540.0,600.0,600.0,540.0,465.0,465.0,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,560.0,560.0,560.0,545.0,545.0,560.0,575.0,575.0,560.0,530.0,530.0,560.0,590.0,590.0,560.0,515.0,515.0,560.0,605.0,605.0,560.0,500.0,500.0,560.0,620.0,620.0,560.0,485.0,485.0,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,580.0,580.0,580.0,565.0,565.0,580.0,595.0,595.0,580.0,550.0,550.0,580.0,610.0,610.0,580.0,535.0,535.0,580.0,625.0,625.0,580.0,520.0,520.0,580.0,640.0,640.0,580.0,505.0,505.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,600.0,600.0,600.0,585.0,585.0,600.0,615.0,615.0,600.0,570.0,570.0,600.0,630.0,630.0,600.0,555.0,555.0,600.0,645.0,645.0,600.0,540.0,540.0,600.0,660.0,660.0,600.0,525.0,525.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,620.0,620.0,620.0,605.0,605.0,620.0,635.0,635.0,620.0,590.0,590.0,620.0,650.0,650.0,620.0,575.0,575.0,620.0,665.0,665.0,620.0,560.0,560.0,620.0,680.0,680.0,620.0,545.0,545.0,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,640.0,640.0,640.0,625.0,625.0,640.0,655.0,655.0,640.0,610.0,610.0,640.0,670.0,670.0,640.0,595.0,595.0,640.0,685.0,685.0,640.0,580.0,580.0,640.0,700.0,700.0,640.0,565.0,565.0,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,660.0,660.0,660.0,645.0,645.0,660.0,675.0,675.0,660.0,630.0,630.0,660.0,690.0,690.0,660.0,615.0,615.0,660.0,705.0,705.0,660.0,600.0,600.0,660.0,720.0,720.0,660.0,585.0,585.0,660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,680.0,680.0,680.0,665.0,665.0,680.0,695.0,695.0,680.0,650.0,650.0,680.0,710.0,710.0,680.0,635.0,635.0,680.0,725.0,725.0,680.0,620.0,620.0,680.0,740.0,740.0,680.0,605.0,605.0,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,700.0,700.0,700.0,685.0,685.0,700.0,715.0,715.0,700.0,670.0,670.0,700.0,730.0,730.0,700.0,655.0,655.0,700.0,745.0,745.0,700.0,640.0,640.0,700.0,760.0,760.0,700.0,625.0,625.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,-50.0,-50.0,0.0,50.0,50.0,0.0,-100.0,-100.0,0.0,100.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20.0,20.0,20.0,970.0,970.0,20.0,70.0,70.0,20.0,920.0,920.0,20.0,120.0,120.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40.0,40.0,40.0,990.0,990.0,40.0,90.0,90.0,40.0,940.0,940.0,40.0,140.0,140.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,60.0,60.0,60.0,10.0,10.0,60.0,110.0,110.0,60.0,960.0,960.0,60.0,160.0,160.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,80.0,80.0,80.0,30.0,30.0,80.0,130.0,130.0,80.0,980.0,980.0,80.0,180.0,180.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,100.0,100.0,100.0,50.0,50.0,100.0,150.0,150.0,100.0,0.0,0.0,100.0,200.0,200.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,120.0,120.0,120.0,70.0,70.0,120.0,170.0,170.0,120.0,20.0,20.0,120.0,220.0,220.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,140.0,140.0,140.0,90.0,90.0,140.0,190.0,190.0,140.0,40.0,40.0,140.0,240.0,240.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,160.0,160.0,160.0,110.0,110.0,160.0,210.0,210.0,160.0,60.0,60.0,160.0,260.0,260.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,180.0,180.0,180.0,130.0,130.0,180.0,230.0,230.0,180.0,80.0,80.0,180.0,280.0,280.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,200.0,200.0,200.0,150.0,150.0,200.0,250.0,250.0,200.0,100.0,100.0,200.0,300.0,300.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,220.0,220.0,220.0,170.0,170.0,220.0,270.0,270.0,220.0,120.0,120.0,220.0,320.0,320.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,240.0,240.0,240.0,190.0,190.0,240.0,290.0,290.0,240.0,140.0,140.0,240.0,340.0,340.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,260.0,260.0,260.0,210.0,210.0,260.0,310.0,310.0,260.0,160.0,160.0,260.0,360.0,360.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,280.0,280.0,280.0,230.0,230.0,280.0,330.0,330.0,280.0,180.0,180.0,280.0,380.0,380.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,300.0,300.0,300.0,250.0,250.0,300.0,350.0,350.0,300.0,200.0,200.0,300.0,400.0,400.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,320.0,320.0,320.0,270.0,270.0,320.0,370.0,370.0,320.0,220.0,220.0,320.0,420.0,420.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,340.0,340.0,340.0,290.0,290.0,340.0,390.0,390.0,340.0,240.0,240.0,340.0,440.0,440.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,360.0,360.0,360.0,310.0,310.0,360.0,410.0,410.0,360.0,260.0,260.0,360.0,460.0,460.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,380.0,380.0,380.0,330.0,330.0,380.0,430.0,430.0,380.0,280.0,280.0,380.0,480.0,480.0,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,400.0,400.0,400.0,350.0,350.0,400.0,450.0,450.0,400.0,300.0,300.0,400.0,500.0,500.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,420.0,420.0,420.0,370.0,370.0,420.0,470.0,470.0,420.0,320.0,320.0,420.0,520.0,520.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,440.0,440.0,440.0,390.0,390.0,440.0,490.0,490.0,440.0,340.0,340.0,440.0,540.0,540.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,460.0,460.0,460.0,410.0,410.0,460.0,510.0,510.0,460.0,360.0,360.0,460.0,560.0,560.0,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,480.0,480.0,480.0,430.0,430.0,480.0,530.0,530.0,480.0,380.0,380.0,480.0,580.0,580.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,500.0,500.0,500.0,450.0,450.0,500.0,550.0,550.0,500.0,400.0,400.0,500.0,600.0,600.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,520.0,520.0,520.0,470.0,470.0,520.0,570.0,570.0,520.0,420.0,420.0,520.0,620.0,620.0,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,540.0,540.0,540.0,490.0,490.0,540.0,590.0,590.0,540.0,440.0,440.0,540.0,640.0,640.0,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,560.0,560.0,560.0,510.0,510.0,560.0,610.0,610.0,560.0,460.0,460.0,560.0,660.0,660.0,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,580.0,580.0,580.0,530.0,530.0,580.0,630.0,630.0,580.0,480.0,480.0,580.0,680.0,680.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,600.0,600.0,600.0,550.0,550.0,600.0,650.0,650.0,600.0,500.0,500.0,600.0,700.0,700.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,620.0,620.0,620.0,570.0,570.0,620.0,670.0,670.0,620.0,520.0,520.0,620.0,720.0,720.0,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,640.0,640.0,640.0,590.0,590.0,640.0,690.0,690.0,640.0,540.0,540.0,640.0,740.0,740.0,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,660.0,660.0,660.0,610.0,610.0,660.0,710.0,710.0,660.0,560.0,560.0,660.0,760.0,760.0,660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,680.0,680.0,680.0,630.0,630.0,680.0,730.0,730.0,680.0,580.0,580.0,680.0,780.0,780.0,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,700.0,700.0,700.0,650.0,650.0,700.0,750.0,750.0,700.0,600.0,600.0,700.0,800.0,800.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,720.0,720.0,720.0,670.0,670.0,720.0,770.0,770.0,720.0,620.0,620.0,720.0,820.0,820.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,740.0,740.0,740.0,690.0,690.0,740.0,790.0,790.0,740.0,640.0,640.0,740.0,840.0,840.0,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,760.0,760.0,760.0,710.0,710.0,760.0,810.0,810.0,760.0,660.0,660.0,760.0,860.0,860.0,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,780.0,780.0,780.0,730.0,730.0,780.0,830.0,830.0,780.0,680.0,680.0,780.0,880.0,880.0,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,800.0,800.0,800.0,750.0,750.0,800.0,850.0,850.0,800.0,700.0,700.0,800.0,900.0,900.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,820.0,820.0,820.0,770.0,770.0,820.0,870.0,870.0,820.0,720.0,720.0,820.0,920.0,920.0,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,840.0,840.0,840.0,790.0,790.0,840.0,890.0,890.0,840.0,740.0,740.0,840.0,940.0,940.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,860.0,860.0,860.0,810.0,810.0,860.0,910.0,910.0,860.0,760.0,760.0,860.0,960.0,960.0,860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,880.0,880.0,880.0,830.0,830.0,880.0,930.0,930.0,880.0,780.0,780.0,880.0,980.0,980.0,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
